index,TP,FN,FP,TN,y_pred_proba,top_5_coefficients
7819,0,0,0,1,0.18383800908470488,"{'feature_24': -0.9979039853186714, 'feature_20': 0.7073771222993247, 'feature_23': -0.5086200689736103, 'feature_39': 0.49364708438845795, 'feature_27': -0.3615255502445487}"
25404,0,1,0,0,0.36449372697537546,"{'feature_11': -0.45192311455526873, 'feature_2': 0.4467911127394963, 'feature_23': 0.43437917975715973, 'feature_13': -0.4085311250689574, 'feature_30': -0.39942299016827243}"
67362,0,1,0,0,0.28226016040911744,"{'feature_27': 1.178621776435967, 'feature_2': -0.6909204246955089, 'feature_20': 0.689083727002179, 'feature_39': -0.6268892140234169, 'feature_6': -0.5833244168537712}"
472,1,0,0,0,0.6119623628365385,"{'feature_39': 0.8720774460669657, 'feature_20': -0.7593044862000655, 'feature_24': 0.724728328010306, 'feature_45': -0.5029602700897492, 'feature_2': -0.479797628284537}"
25422,0,0,0,1,0.08327883137497492,"{'feature_23': -0.8345571431943626, 'feature_49': -0.7623797519201287, 'feature_24': 0.5710592136990666, 'feature_13': -0.5341090370288288, 'feature_45': -0.3836012679828859}"
94036,1,0,0,0,0.8354439348420251,"{'feature_6': 0.7394789224435918, 'feature_13': 0.7146171447867831, 'feature_20': 0.5911100125845357, 'feature_0': 0.3883254322309709, 'feature_2': 0.38808734896919095}"
44751,0,0,0,1,0.4222655422485787,"{'feature_24': -0.6769301889518685, 'feature_0': -0.5947846311679476, 'feature_18': 0.5465761324885933, 'feature_20': 0.49957309591341004, 'feature_13': 0.46236326174247977}"
39000,0,0,0,1,0.23676442141906104,"{'feature_24': 0.733632789859316, 'feature_13': -0.4997744062507755, 'feature_2': -0.4543071910305783, 'feature_23': -0.43798039236443476, 'feature_39': 0.4327935886337901}"
94017,1,0,0,0,0.664212640403232,"{'feature_27': -0.7349947642614806, 'feature_20': 0.6270141688240289, 'feature_30': -0.4294099713628035, 'feature_13': 0.29124060482239433, 'feature_45': 0.2877412540597988}"
82828,1,0,0,0,0.6349823984454516,"{'feature_23': 0.796813970674682, 'feature_20': -0.6745779231900003, 'feature_39': -0.6334080523922297, 'feature_27': -0.5785163991059111, 'feature_0': 0.5621572410996594}"
67338,0,0,0,1,0.033105390359803304,"{'feature_30': -0.8325468103794952, 'feature_39': 0.5606917340412854, 'feature_23': -0.5137823311365165, 'feature_28': -0.44266192782565167, 'feature_20': -0.423131399891678}"
51535,0,0,0,1,0.20012747368657538,"{'feature_23': 1.0486454160195346, 'feature_2': -0.6729003605496411, 'feature_24': -0.6171504257949236, 'feature_45': -0.5166622338595029, 'feature_11': -0.4395915025071557}"
45063,1,0,0,0,0.6906266977908251,"{'feature_6': 0.7397587733311135, 'feature_23': 0.6519068950314272, 'feature_30': 0.6134761294137773, 'feature_20': -0.5880617329827091, 'feature_13': -0.41090376296825265}"
84545,0,0,0,1,0.147653647395166,"{'feature_24': -0.7500965846183238, 'feature_18': 0.5704124428871711, 'feature_39': -0.5492506004170149, 'feature_27': -0.4938531935324786, 'feature_23': 0.3174382722634883}"
93614,0,1,0,0,0.059962680936523925,"{'feature_20': -0.6450494694583779, 'feature_24': -0.4685867334843511, 'feature_3': -0.4092477277913428, 'feature_27': -0.28777802444655587, 'feature_41': -0.2593881811464503}"
12672,0,0,1,0,0.717780715818675,"{'feature_23': 0.46714075693675383, 'feature_13': 0.43722179454681215, 'feature_39': -0.4220482895371668, 'feature_24': -0.3440594022904213, 'feature_3': 0.2848863307532362}"
4088,0,0,0,1,0.18625411828873253,"{'feature_23': -0.7083231503411526, 'feature_20': 0.6769185178630683, 'feature_28': -0.5276791868715667, 'feature_39': -0.45804254465784583, 'feature_13': -0.43362495139105817}"
18914,0,0,0,1,0.21413812910110835,"{'feature_45': -0.6980187789922931, 'feature_39': 0.5689711903572394, 'feature_20': -0.5399908464108206, 'feature_13': 0.4706457446169973, 'feature_28': -0.4193773902855792}"
57484,0,0,0,1,0.38357090612649025,"{'feature_24': -0.8234145997904253, 'feature_6': 0.5790933362123715, 'feature_13': -0.4672507747133767, 'feature_28': 0.4365402360926043, 'feature_0': 0.37767634405553907}"
75484,0,0,0,1,0.17495767270354048,"{'feature_27': -0.8952713309758762, 'feature_6': 0.8545895605128834, 'feature_20': -0.7018844881794446, 'feature_49': -0.6075469083691964, 'feature_24': -0.5021046894288496}"
49318,1,0,0,0,0.9347004398275519,"{'feature_27': 0.8880755302881584, 'feature_20': 0.7544790531742263, 'feature_23': 0.5934478161893787, 'feature_6': 0.4806183378577774, 'feature_49': 0.46378566311693203}"
39233,0,0,1,0,0.522641129516502,"{'feature_2': 0.5643053593304196, 'feature_6': 0.4782467197620106, 'feature_20': -0.4465350292179899, 'feature_30': -0.4191241521322506, 'feature_23': -0.37819971221772153}"
87264,0,0,0,1,0.48387425733342765,"{'feature_24': -0.7749326195504583, 'feature_0': 0.6723375150107911, 'feature_20': 0.5600806870423688, 'feature_30': 0.5560923424035575, 'feature_49': -0.31343106614360866}"
91613,0,1,0,0,0.22243875313086292,"{'feature_24': -0.7577528570912013, 'feature_49': -0.39200388655993745, 'feature_28': 0.31776166261411787, 'feature_27': 0.31090412217781194, 'feature_0': -0.28664658209579275}"
39545,0,0,0,1,0.14911643035528413,"{'feature_23': 0.9831797603884813, 'feature_20': -0.6648677379257999, 'feature_39': -0.6632812454973077, 'feature_0': 0.5397245452554142, 'feature_18': -0.4442234617783889}"
99190,0,0,0,1,0.14486665787097308,"{'feature_49': -0.6172448488248669, 'feature_39': 0.5238262792789405, 'feature_27': -0.48230758039378957, 'feature_24': -0.4768112050890768, 'feature_20': -0.41434437273241703}"
40292,0,1,0,0,0.17850079691969495,"{'feature_24': -0.8419795361215984, 'feature_49': 0.7662359726102528, 'feature_27': 0.7571472444744797, 'feature_23': 0.6388803676447288, 'feature_13': -0.6248232309928321}"
84936,0,1,0,0,0.14226568134175793,"{'feature_24': -1.0045097220927233, 'feature_6': -0.8682110248801045, 'feature_30': -0.37880324133127996, 'feature_49': 0.3460575358386116, 'feature_39': 0.30931984110135863}"
83593,0,1,0,0,0.21554749967368672,"{'feature_0': -0.8254645791184558, 'feature_24': -0.8198570467648014, 'feature_49': 0.6630584753345251, 'feature_45': 0.5059898327595387, 'feature_2': -0.5015189743260999}"
47463,1,0,0,0,0.7007532748028753,"{'feature_24': 0.9106741072378808, 'feature_49': 0.6373524517696996, 'feature_23': 0.4611671621060336, 'feature_39': -0.405163784729909, 'feature_0': -0.40203787803229035}"
61541,0,0,0,1,0.3736567623670041,"{'feature_24': -0.3989550354297819, 'feature_2': -0.39434149679330405, 'feature_20': 0.35582561218019065, 'feature_23': 0.32951011536329583, 'feature_27': -0.3163836553332804}"
14128,0,1,0,0,0.3494193863332256,"{'feature_45': -0.842911777874801, 'feature_20': 0.7754959715975392, 'feature_2': -0.7431428155789479, 'feature_30': 0.6588079592810017, 'feature_28': -0.6587728146664008}"
69978,1,0,0,0,0.917026472517951,"{'feature_39': 0.6300996790395196, 'feature_27': 0.4770164918496948, 'feature_20': 0.3248206348759519, 'feature_6': 0.31016307568362295, 'feature_0': 0.30537133223100377}"
88408,0,1,0,0,0.34647343054046054,"{'feature_30': 0.9271132499814795, 'feature_20': -0.9087583738335244, 'feature_45': -0.636361778203926, 'feature_27': 0.5516177700911027, 'feature_2': 0.5015055512755076}"
68751,0,0,1,0,0.539773814006501,"{'feature_20': -0.9322204365430604, 'feature_23': 0.7780479527632922, 'feature_18': -0.6502665436626311, 'feature_6': 0.6231603063481121, 'feature_45': 0.47257042398707527}"
93967,1,0,0,0,0.915653894366199,"{'feature_27': 0.8270907268334379, 'feature_24': 0.7495652162110589, 'feature_13': -0.6373240890410755, 'feature_41': 0.4440341368149185, 'feature_49': 0.4196705987625516}"
52231,0,1,0,0,0.4366963131118068,"{'feature_6': -0.509119102624733, 'feature_24': 0.4914059114939092, 'feature_20': 0.4393858960798791, 'feature_2': -0.42136605711108266, 'feature_13': -0.3832137916727523}"
97709,1,0,0,0,0.8229062035915047,"{'feature_13': 0.8695868158254703, 'feature_6': 0.6507282898883878, 'feature_28': 0.5189472466086138, 'feature_2': 0.29824300347295024, 'feature_30': -0.2808605465703692}"
35463,0,0,0,1,0.2969835948617996,"{'feature_23': 0.9102577787884492, 'feature_27': -0.7790595340774501, 'feature_28': -0.7566897756991655, 'feature_20': 0.6811441357704263, 'feature_2': -0.4798212458452815}"
3124,0,1,0,0,0.3515920763430179,"{'feature_39': 1.0370800606305026, 'feature_23': -0.8944660996734596, 'feature_0': 0.6320012207926163, 'feature_45': -0.48692909340442375, 'feature_3': -0.3986438665564028}"
35543,0,0,0,1,0.139365220575808,"{'feature_45': -0.6587243973645367, 'feature_23': 0.632155165624287, 'feature_24': -0.5721418654283833, 'feature_41': 0.4500332480606844, 'feature_13': -0.3913850007693937}"
67168,1,0,0,0,0.978947100342893,"{'feature_23': 1.341497444961951, 'feature_24': 1.1175905701705682, 'feature_49': 0.7144753747620989, 'feature_27': 0.6867509335478256, 'feature_39': -0.6624726290172723}"
47226,0,0,0,1,0.03979703453340606,"{'feature_27': -0.8302813569052915, 'feature_13': -0.7524283554768432, 'feature_49': -0.4006826950512403, 'feature_2': -0.38201487754771934, 'feature_39': -0.37931400364042006}"
89170,0,0,0,1,0.45585235872837226,"{'feature_39': 0.8699603689712572, 'feature_23': -0.7384594258205938, 'feature_49': -0.6061787840283083, 'feature_27': 0.4503989449914324, 'feature_18': -0.39660590259220974}"
24387,1,0,0,0,0.9285457661334268,"{'feature_20': 0.713466858419931, 'feature_27': 0.5528617778574463, 'feature_6': 0.45702448160535486, 'feature_23': 0.3687248628970295, 'feature_24': -0.3150263290139216}"
52912,0,0,0,1,0.10697861291613973,"{'feature_24': -1.2660175053071785, 'feature_27': -1.1326281752700205, 'feature_18': 0.7779679616564614, 'feature_0': 0.6368130387110931, 'feature_2': -0.5768632321958466}"
42382,1,0,0,0,0.5489533703087004,"{'feature_0': 0.5097296947378022, 'feature_45': 0.49844931273768955, 'feature_41': -0.3610778453968713, 'feature_11': -0.3374281545090803, 'feature_27': -0.22520366983651494}"
18301,1,0,0,0,0.7559608225912736,"{'feature_20': 0.5093709354901756, 'feature_49': 0.4032844726296382, 'feature_23': 0.38126319377566703, 'feature_30': 0.35305981063823516, 'feature_28': -0.3117209934315041}"
75341,1,0,0,0,0.9607221323616885,"{'feature_27': 1.052882191215055, 'feature_45': 0.6806829582212114, 'feature_2': 0.6713765284388705, 'feature_13': -0.6316587982121862, 'feature_0': 0.5836246867075906}"
5299,0,0,1,0,0.6690237793575308,"{'feature_20': 0.8420300843801564, 'feature_0': 0.7933478786073384, 'feature_6': -0.6717095705517374, 'feature_49': -0.6150489065509774, 'feature_30': 0.575458577216604}"
30637,0,0,0,1,0.48624537528127354,"{'feature_6': 0.6089911887920432, 'feature_39': 0.5293413143007615, 'feature_24': -0.5137136401687795, 'feature_45': -0.48468000596497324, 'feature_20': 0.3755017527647635}"
50813,0,1,0,0,0.471880794649832,"{'feature_13': 0.4627930521100565, 'feature_30': -0.46106499586689104, 'feature_28': 0.36726582289545984, 'feature_39': 0.3642727102033523, 'feature_24': 0.3415387035554627}"
68406,1,0,0,0,0.6338345275226068,"{'feature_45': 0.625820313845403, 'feature_20': 0.5909881250445245, 'feature_13': 0.532129794985313, 'feature_24': -0.4633210699393173, 'feature_27': -0.3872223368207749}"
12619,0,0,0,1,0.02659873415157794,"{'feature_39': -1.24064825948419, 'feature_24': -0.6919887363890469, 'feature_3': -0.6356823991456346, 'feature_27': -0.6260299285800606, 'feature_30': 0.4622344918121932}"
20418,1,0,0,0,0.7956150452093381,"{'feature_6': 1.1639954939430543, 'feature_23': 0.48378095072028326, 'feature_20': 0.4739933161538198, 'feature_27': 0.47336562483409955, 'feature_13': -0.45205753743701754}"
32935,1,0,0,0,0.9930547919560072,"{'feature_27': 0.8854197760924457, 'feature_24': 0.8422416540715791, 'feature_2': 0.7172225075102716, 'feature_49': 0.6604583146127514, 'feature_6': -0.6003955088559605}"
93234,1,0,0,0,0.8718589897873609,"{'feature_20': 0.9131759088898239, 'feature_6': 0.7686683904022356, 'feature_18': 0.6083445892509858, 'feature_45': -0.49014089891807366, 'feature_49': -0.42970681120603005}"
92168,1,0,0,0,0.7522198525089223,"{'feature_39': 0.7975707937761153, 'feature_24': 0.6816095352670085, 'feature_27': 0.38662876218633635, 'feature_11': -0.3778134219433922, 'feature_3': -0.36928173711009227}"
96142,0,1,0,0,0.2886585472087248,"{'feature_24': -0.8489329385335453, 'feature_2': 0.7602007103813927, 'feature_13': 0.6937106084560205, 'feature_39': -0.5995535111669568, 'feature_3': -0.42222315796131665}"
44430,1,0,0,0,0.7714584798656372,"{'feature_39': 0.573297569625998, 'feature_13': -0.4256337235781293, 'feature_6': 0.3505448368301042, 'feature_45': -0.320747285596978, 'feature_0': 0.3128293131106575}"
61013,1,0,0,0,0.9523991793929388,"{'feature_20': 0.9805149159145047, 'feature_6': 0.9322774205734737, 'feature_49': 0.6913421908692017, 'feature_27': 0.6004311349051377, 'feature_13': 0.47751764063331836}"
39250,0,0,0,1,0.37074811705258537,"{'feature_20': 0.5539006072527016, 'feature_3': -0.5143300987435065, 'feature_39': -0.4268691250014916, 'feature_24': -0.27330950281138494, 'feature_27': 0.26556647751501167}"
45533,1,0,0,0,0.8579674358137096,"{'feature_20': 1.0281731535523575, 'feature_45': 0.6121073249963886, 'feature_28': 0.4641312117969497, 'feature_30': -0.4112345131585284, 'feature_24': -0.34864397694943755}"
40511,0,1,0,0,0.27003317405780186,"{'feature_45': -0.629576383534216, 'feature_49': -0.5137818700258373, 'feature_28': -0.49375778245865326, 'feature_20': 0.4216414238772915, 'feature_6': 0.411596238313101}"
16349,1,0,0,0,0.6199466546943287,"{'feature_0': 0.5822928913760541, 'feature_45': 0.5172751226168539, 'feature_24': -0.4887367350112076, 'feature_20': -0.48558918709628984, 'feature_23': 0.45864443682359096}"
79986,1,0,0,0,0.9702539490242458,"{'feature_23': 1.130914152797967, 'feature_20': 1.111923459243775, 'feature_39': 1.0177506133436602, 'feature_45': -0.42625137643926997, 'feature_3': 0.3352150907130589}"
92995,1,0,0,0,0.9192487114541605,"{'feature_27': 1.080586306756457, 'feature_20': 0.8912652563431593, 'feature_45': 0.5122374568641105, 'feature_49': 0.5022995519086567, 'feature_28': 0.46665898209400053}"
6767,1,0,0,0,0.7954863265256578,"{'feature_39': 0.9651726235300008, 'feature_0': -0.5418057909870916, 'feature_27': 0.5196765758570107, 'feature_20': 0.4927291292413171, 'feature_41': 0.40788167040586826}"
80849,0,0,0,1,0.3332429037053171,"{'feature_20': -0.45660291765126615, 'feature_6': -0.45584710572532694, 'feature_0': -0.41318146011520934, 'feature_49': 0.33257341130723606, 'feature_39': -0.30658945068194116}"
40261,0,1,0,0,0.05637683625535104,"{'feature_20': -1.2539603477413557, 'feature_27': -0.6909939601665567, 'feature_24': 0.4531358724672711, 'feature_11': -0.4353411294183779, 'feature_45': 0.33943449681823257}"
78632,0,1,0,0,0.4381769595572714,"{'feature_24': -0.8562297295469942, 'feature_30': 0.665822919777478, 'feature_20': -0.46088751643682024, 'feature_6': 0.437716053745787, 'feature_49': -0.3429529618475252}"
80418,0,0,0,1,0.4594094957094207,"{'feature_6': 0.5956515994050766, 'feature_27': 0.5180484686861175, 'feature_28': 0.3648647423633407, 'feature_39': -0.3590055484694134, 'feature_13': -0.3255138169815153}"
89284,0,0,1,0,0.8070875746490506,"{'feature_27': 0.6449724142283566, 'feature_49': 0.5354258743642386, 'feature_6': 0.4489792122059243, 'feature_23': -0.43231976155501756, 'feature_2': -0.4066247376135947}"
92270,0,0,0,1,0.10321925384569637,"{'feature_20': -1.1137255083900597, 'feature_6': -0.9269705795541885, 'feature_27': 0.7776537075216787, 'feature_23': -0.7756436806600913, 'feature_49': -0.5396890073022947}"
61905,1,0,0,0,0.737888257044141,"{'feature_6': 0.9764689877071957, 'feature_24': 0.8012065938965718, 'feature_13': -0.5763152659448305, 'feature_28': -0.48440341331621023, 'feature_3': -0.4603446527674576}"
26587,0,0,0,1,0.1790806526978859,"{'feature_6': -1.011165122821022, 'feature_20': -0.5690891288136686, 'feature_39': 0.48335901567575384, 'feature_0': -0.4589164478242842, 'feature_28': 0.4012169341055992}"
54667,0,1,0,0,0.25049900628827687,"{'feature_24': -0.676454210519731, 'feature_6': -0.4660519239616905, 'feature_28': -0.39862879561135917, 'feature_20': 0.3157081432878542, 'feature_45': -0.3061244150180074}"
75668,0,0,0,1,0.31946478284435387,"{'feature_23': 0.6728753159493616, 'feature_39': 0.5263419001711658, 'feature_20': -0.5016795221582169, 'feature_27': -0.48013526762006314, 'feature_24': -0.47768060859593164}"
97313,1,0,0,0,0.9102255723284601,"{'feature_45': 0.7954181312850601, 'feature_23': 0.6124510781506567, 'feature_27': 0.5574419327300508, 'feature_13': -0.5509359641327813, 'feature_2': 0.33015727529435146}"
68885,0,0,0,1,0.02862887734742151,"{'feature_20': -1.1337515167266832, 'feature_27': -0.7261590190997792, 'feature_39': -0.5319232780118968, 'feature_6': -0.47027325063725417, 'feature_3': -0.42565441947636407}"
53378,1,0,0,0,0.8337500993087275,"{'feature_3': 0.580783897938157, 'feature_11': 0.40640516003051724, 'feature_27': 0.3460729976488954, 'feature_45': -0.32927378821632397, 'feature_0': 0.3161558065735764}"
71298,0,1,0,0,0.4953595890174538,"{'feature_39': -1.2456721278495622, 'feature_2': 0.8258173672305691, 'feature_27': 0.7915228428926879, 'feature_13': -0.7434053922621428, 'feature_24': 0.40749423233530163}"
