index,TP,FN,FP,TN,y_pred_proba,top_5_features
54022,0,1,0,0,0.41327786253862475,"['feature_49', 'feature_48', 'feature_46', 'feature_47', 'feature_13']"
74435,0,1,0,0,0.2093505130700704,"['feature_48', 'feature_49', 'feature_5', 'feature_4', 'feature_1']"
26243,1,0,0,0,0.5079150548098325,"['feature_46', 'feature_47', 'feature_40', 'feature_41', 'feature_26']"
24781,1,0,0,0,0.5310554271478731,"['feature_0', 'feature_1', 'feature_26', 'feature_27', 'feature_47']"
28171,0,0,1,0,0.5187809969663002,"['feature_40', 'feature_41', 'feature_1', 'feature_0', 'feature_7']"
94842,0,0,0,1,0.13504187383201527,"['feature_26', 'feature_27', 'feature_22', 'feature_23', 'feature_41']"
90843,0,0,0,1,0.08553615274093374,"['feature_41', 'feature_40', 'feature_0', 'feature_1', 'feature_4']"
48388,1,0,0,0,0.7509633658288589,"['feature_41', 'feature_40', 'feature_49', 'feature_48', 'feature_27']"
74612,1,0,0,0,0.8127202838580415,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_7']"
54006,0,0,1,0,0.5107191251784099,"['feature_36', 'feature_37', 'feature_41', 'feature_40', 'feature_1']"
80161,1,0,0,0,0.8095081013391185,"['feature_47', 'feature_46', 'feature_48', 'feature_49', 'feature_4']"
37373,0,0,1,0,0.6279374822696688,"['feature_13', 'feature_12', 'feature_41', 'feature_40', 'feature_27']"
74641,1,0,0,0,0.7214350521386658,"['feature_0', 'feature_1', 'feature_7', 'feature_6', 'feature_36']"
3697,0,0,0,1,0.12242978395612306,"['feature_12', 'feature_13', 'feature_27', 'feature_26', 'feature_49']"
50731,1,0,0,0,0.621512047325213,"['feature_48', 'feature_49', 'feature_27', 'feature_26', 'feature_1']"
16780,1,0,0,0,0.9181039276446571,"['feature_48', 'feature_49', 'feature_40', 'feature_41', 'feature_34']"
86463,0,0,0,1,0.25897645960513693,"['feature_12', 'feature_13', 'feature_4', 'feature_5', 'feature_40']"
17394,0,0,0,1,0.2127353560675926,"['feature_41', 'feature_40', 'feature_1', 'feature_0', 'feature_13']"
95636,1,0,0,0,0.6719132719672462,"['feature_41', 'feature_40', 'feature_49', 'feature_48', 'feature_27']"
79740,0,0,0,1,0.09207708306838187,"['feature_46', 'feature_47', 'feature_27', 'feature_26', 'feature_4']"
69328,1,0,0,0,0.9621760909636311,"['feature_47', 'feature_46', 'feature_48', 'feature_49', 'feature_0']"
60590,0,0,1,0,0.619475330972032,"['feature_12', 'feature_13', 'feature_26', 'feature_27', 'feature_36']"
87741,0,0,0,1,0.19513917932611413,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_26']"
7819,0,0,0,1,0.18383800908470488,"['feature_48', 'feature_49', 'feature_46', 'feature_47', 'feature_41']"
25404,0,1,0,0,0.36449372697537546,"['feature_5', 'feature_4', 'feature_23', 'feature_22', 'feature_40']"
67362,0,1,0,0,0.28226016040911744,"['feature_13', 'feature_12', 'feature_5', 'feature_4', 'feature_46']"
472,1,0,0,0,0.6119623628365385,"['feature_48', 'feature_49', 'feature_40', 'feature_41', 'feature_5']"
25422,0,0,0,1,0.08327883137497492,"['feature_46', 'feature_47', 'feature_48', 'feature_49', 'feature_26']"
94036,1,0,0,0,0.8354439348420251,"['feature_26', 'feature_27', 'feature_12', 'feature_13', 'feature_40']"
44751,0,0,0,1,0.4222655422485787,"['feature_0', 'feature_1', 'feature_49', 'feature_48', 'feature_26']"
39000,0,0,0,1,0.23676442141906104,"['feature_49', 'feature_48', 'feature_46', 'feature_47', 'feature_26']"
94017,1,0,0,0,0.664212640403232,"['feature_40', 'feature_41', 'feature_26', 'feature_27', 'feature_12']"
82828,1,0,0,0,0.6349823984454516,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_4']"
67338,0,0,0,1,0.033105390359803304,"['feature_47', 'feature_46', 'feature_13', 'feature_12', 'feature_41']"
51535,0,0,0,1,0.20012747368657538,"['feature_47', 'feature_46', 'feature_4', 'feature_5', 'feature_49']"
45063,1,0,0,0,0.6906266977908251,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_47']"
84545,0,0,0,1,0.147653647395166,"['feature_49', 'feature_48', 'feature_37', 'feature_36', 'feature_26']"
93614,0,1,0,0,0.059962680936523925,"['feature_41', 'feature_40', 'feature_49', 'feature_48', 'feature_7']"
12672,0,0,1,0,0.717780715818675,"['feature_27', 'feature_26', 'feature_6', 'feature_7', 'feature_46']"
4088,0,0,0,1,0.18625411828873253,"['feature_46', 'feature_47', 'feature_41', 'feature_40', 'feature_27']"
18914,0,0,0,1,0.21413812910110835,"['feature_40', 'feature_41', 'feature_26', 'feature_27', 'feature_13']"
57484,0,0,0,1,0.38357090612649025,"['feature_49', 'feature_48', 'feature_26', 'feature_27', 'feature_12']"
75484,0,0,0,1,0.17495767270354048,"['feature_41', 'feature_40', 'feature_13', 'feature_12', 'feature_49']"
49318,1,0,0,0,0.9347004398275519,"['feature_40', 'feature_41', 'feature_26', 'feature_27', 'feature_46']"
39233,0,0,1,0,0.522641129516502,"['feature_4', 'feature_5', 'feature_46', 'feature_47', 'feature_40']"
87264,0,0,0,1,0.48387425733342765,"['feature_48', 'feature_49', 'feature_1', 'feature_0', 'feature_41']"
91613,0,1,0,0,0.22243875313086292,"['feature_49', 'feature_48', 'feature_13', 'feature_12', 'feature_0']"
39545,0,0,0,1,0.14911643035528413,"['feature_41', 'feature_40', 'feature_47', 'feature_46', 'feature_36']"
99190,0,0,0,1,0.14486665787097308,"['feature_41', 'feature_40', 'feature_49', 'feature_48', 'feature_36']"
40292,0,1,0,0,0.17850079691969495,"['feature_49', 'feature_48', 'feature_27', 'feature_26', 'feature_7']"
84936,0,1,0,0,0.14226568134175793,"['feature_12', 'feature_13', 'feature_48', 'feature_49', 'feature_47']"
83593,0,1,0,0,0.21554749967368672,"['feature_1', 'feature_0', 'feature_49', 'feature_48', 'feature_4']"
47463,1,0,0,0,0.7007532748028753,"['feature_49', 'feature_48', 'feature_36', 'feature_37', 'feature_1']"
61541,0,0,0,1,0.3736567623670041,"['feature_4', 'feature_5', 'feature_48', 'feature_49', 'feature_40']"
14128,0,1,0,0,0.3494193863332256,"['feature_5', 'feature_4', 'feature_41', 'feature_40', 'feature_48']"
69978,1,0,0,0,0.917026472517951,"['feature_46', 'feature_47', 'feature_41', 'feature_40', 'feature_0']"
88408,0,1,0,0,0.34647343054046054,"['feature_41', 'feature_40', 'feature_4', 'feature_5', 'feature_37']"
68751,0,0,1,0,0.539773814006501,"['feature_40', 'feature_41', 'feature_37', 'feature_36', 'feature_46']"
93967,1,0,0,0,0.915653894366199,"['feature_49', 'feature_48', 'feature_27', 'feature_26', 'feature_4']"
52231,0,1,0,0,0.4366963131118068,"['feature_12', 'feature_13', 'feature_48', 'feature_49', 'feature_46']"
97709,1,0,0,0,0.8229062035915047,"['feature_27', 'feature_26', 'feature_12', 'feature_13', 'feature_4']"
35463,0,0,0,1,0.2969835948617996,"['feature_47', 'feature_46', 'feature_41', 'feature_40', 'feature_49']"
3124,0,1,0,0,0.3515920763430179,"['feature_46', 'feature_47', 'feature_1', 'feature_0', 'feature_7']"
35543,0,0,0,1,0.139365220575808,"['feature_49', 'feature_48', 'feature_46', 'feature_47', 'feature_27']"
67168,1,0,0,0,0.978947100342893,"['feature_49', 'feature_48', 'feature_47', 'feature_46', 'feature_26']"
47226,0,0,0,1,0.03979703453340606,"['feature_26', 'feature_27', 'feature_13', 'feature_12', 'feature_5']"
89170,0,0,0,1,0.45585235872837226,"['feature_47', 'feature_46', 'feature_48', 'feature_49', 'feature_37']"
24387,1,0,0,0,0.9285457661334268,"['feature_41', 'feature_40', 'feature_12', 'feature_13', 'feature_0']"
52912,0,0,0,1,0.10697861291613973,"['feature_48', 'feature_49', 'feature_37', 'feature_36', 'feature_4']"
42382,1,0,0,0,0.5489533703087004,"['feature_1', 'feature_0', 'feature_47', 'feature_46', 'feature_23']"
18301,1,0,0,0,0.7559608225912736,"['feature_40', 'feature_41', 'feature_0', 'feature_1', 'feature_47']"
75341,1,0,0,0,0.9607221323616885,"['feature_5', 'feature_4', 'feature_0', 'feature_1', 'feature_26']"
5299,0,0,1,0,0.6690237793575308,"['feature_13', 'feature_12', 'feature_0', 'feature_1', 'feature_40']"
30637,0,0,0,1,0.48624537528127354,"['feature_13', 'feature_12', 'feature_48', 'feature_49', 'feature_40']"
50813,0,1,0,0,0.471880794649832,"['feature_27', 'feature_26', 'feature_49', 'feature_48', 'feature_46']"
68406,1,0,0,0,0.6338345275226068,"['feature_26', 'feature_27', 'feature_41', 'feature_40', 'feature_49']"
12619,0,0,0,1,0.02659873415157794,"['feature_49', 'feature_48', 'feature_6', 'feature_7', 'feature_47']"
20418,1,0,0,0,0.7956150452093381,"['feature_13', 'feature_12', 'feature_41', 'feature_40', 'feature_26']"
32935,1,0,0,0,0.9930547919560072,"['feature_48', 'feature_49', 'feature_4', 'feature_5', 'feature_12']"
93234,1,0,0,0,0.8718589897873609,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_36']"
92168,1,0,0,0,0.7522198525089223,"['feature_48', 'feature_49', 'feature_26', 'feature_27', 'feature_22']"
96142,0,1,0,0,0.2886585472087248,"['feature_4', 'feature_5', 'feature_49', 'feature_48', 'feature_27']"
44430,1,0,0,0,0.7714584798656372,"['feature_46', 'feature_47', 'feature_27', 'feature_26', 'feature_0']"
61013,1,0,0,0,0.9523991793929388,"['feature_41', 'feature_40', 'feature_13', 'feature_12', 'feature_26']"
39250,0,0,0,1,0.37074811705258537,"['feature_40', 'feature_41', 'feature_7', 'feature_6', 'feature_12']"
45533,1,0,0,0,0.8579674358137096,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_6']"
40511,0,1,0,0,0.27003317405780186,"['feature_7', 'feature_6', 'feature_40', 'feature_41', 'feature_4']"
16349,1,0,0,0,0.6199466546943287,"['feature_0', 'feature_1', 'feature_40', 'feature_41', 'feature_5']"
79986,1,0,0,0,0.9702539490242458,"['feature_41', 'feature_40', 'feature_46', 'feature_47', 'feature_7']"
92995,1,0,0,0,0.9192487114541605,"['feature_40', 'feature_41', 'feature_26', 'feature_27', 'feature_7']"
6767,1,0,0,0,0.7954863265256578,"['feature_1', 'feature_0', 'feature_41', 'feature_40', 'feature_46']"
80849,0,0,0,1,0.3332429037053171,"['feature_13', 'feature_12', 'feature_41', 'feature_40', 'feature_0']"
40261,0,1,0,0,0.05637683625535104,"['feature_40', 'feature_41', 'feature_48', 'feature_49', 'feature_23']"
78632,0,1,0,0,0.4381769595572714,"['feature_48', 'feature_49', 'feature_40', 'feature_41', 'feature_6']"
80418,0,0,0,1,0.4594094957094207,"['feature_13', 'feature_12', 'feature_4', 'feature_5', 'feature_0']"
89284,0,0,1,0,0.8070875746490506,"['feature_46', 'feature_47', 'feature_7', 'feature_6', 'feature_12']"
92270,0,0,0,1,0.10321925384569637,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_46']"
61905,1,0,0,0,0.737888257044141,"['feature_49', 'feature_48', 'feature_13', 'feature_12', 'feature_26']"
26587,0,0,0,1,0.1790806526978859,"['feature_13', 'feature_12', 'feature_40', 'feature_41', 'feature_0']"
54667,0,1,0,0,0.25049900628827687,"['feature_13', 'feature_12', 'feature_49', 'feature_48', 'feature_26']"
75668,0,0,0,1,0.31946478284435387,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_27']"
97313,1,0,0,0,0.9102255723284601,"['feature_49', 'feature_48', 'feature_46', 'feature_47', 'feature_26']"
68885,0,0,0,1,0.02862887734742151,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_7']"
53378,1,0,0,0,0.8337500993087275,"['feature_7', 'feature_6', 'feature_23', 'feature_22', 'feature_1']"
71298,0,1,0,0,0.4953595890174538,"['feature_5', 'feature_4', 'feature_26', 'feature_27', 'feature_48']"
7144,0,0,0,1,0.11723928523749597,"['feature_13', 'feature_12', 'feature_26', 'feature_27', 'feature_4']"
4338,0,0,1,0,0.7444682411273013,"['feature_12', 'feature_13', 'feature_49', 'feature_48', 'feature_41']"
42574,0,0,0,1,0.160453643716456,"['feature_12', 'feature_13', 'feature_41', 'feature_40', 'feature_49']"
23164,1,0,0,0,0.8400686016800012,"['feature_40', 'feature_41', 'feature_1', 'feature_0', 'feature_12']"
25111,0,0,0,1,0.07427764894691888,"['feature_46', 'feature_47', 'feature_49', 'feature_48', 'feature_41']"
17022,1,0,0,0,0.6717457907134025,"['feature_13', 'feature_12', 'feature_40', 'feature_41', 'feature_49']"
34641,0,0,0,1,0.4454494780099469,"['feature_48', 'feature_49', 'feature_12', 'feature_13', 'feature_27']"
31035,1,0,0,0,0.9130455166999085,"['feature_49', 'feature_48', 'feature_4', 'feature_5', 'feature_13']"
71228,1,0,0,0,0.5060398879142345,"['feature_26', 'feature_27', 'feature_4', 'feature_5', 'feature_0']"
47641,0,0,0,1,0.02968614998711026,"['feature_13', 'feature_12', 'feature_46', 'feature_47', 'feature_0']"
16745,1,0,0,0,0.6590171216604496,"['feature_48', 'feature_49', 'feature_22', 'feature_23', 'feature_7']"
59926,0,0,0,1,0.0979820461207239,"['feature_46', 'feature_47', 'feature_40', 'feature_41', 'feature_48']"
91468,0,0,1,0,0.7410834652973769,"['feature_40', 'feature_41', 'feature_48', 'feature_49', 'feature_36']"
87047,1,0,0,0,0.7870528613603193,"['feature_12', 'feature_13', 'feature_27', 'feature_26', 'feature_37']"
65779,0,0,0,1,0.25602835444634264,"['feature_26', 'feature_27', 'feature_48', 'feature_49', 'feature_6']"
41213,0,0,0,1,0.3535981721974024,"['feature_37', 'feature_36', 'feature_26', 'feature_27', 'feature_13']"
31944,0,0,0,1,0.26857330426510734,"['feature_37', 'feature_36', 'feature_41', 'feature_40', 'feature_12']"
92807,0,0,0,1,0.0850879768629634,"['feature_41', 'feature_40', 'feature_47', 'feature_46', 'feature_49']"
65639,0,0,1,0,0.8740659337431773,"['feature_27', 'feature_26', 'feature_47', 'feature_46', 'feature_40']"
7742,0,1,0,0,0.33914944290060545,"['feature_46', 'feature_47', 'feature_4', 'feature_5', 'feature_48']"
78211,0,0,0,1,0.11720204852628424,"['feature_47', 'feature_46', 'feature_36', 'feature_37', 'feature_0']"
53971,0,0,1,0,0.6331064953868769,"['feature_48', 'feature_49', 'feature_13', 'feature_12', 'feature_6']"
79972,1,0,0,0,0.592914521975149,"['feature_46', 'feature_47', 'feature_13', 'feature_12', 'feature_27']"
42410,1,0,0,0,0.6969457988123313,"['feature_13', 'feature_12', 'feature_26', 'feature_27', 'feature_41']"
73842,1,0,0,0,0.7207696350591123,"['feature_48', 'feature_49', 'feature_41', 'feature_40', 'feature_27']"
16078,1,0,0,0,0.7622258032163499,"['feature_40', 'feature_41', 'feature_49', 'feature_48', 'feature_5']"
14608,0,0,1,0,0.8474132605315009,"['feature_27', 'feature_26', 'feature_0', 'feature_1', 'feature_13']"
46856,0,0,1,0,0.6031468548481435,"['feature_26', 'feature_27', 'feature_49', 'feature_48', 'feature_12']"
29091,1,0,0,0,0.7028450652298152,"['feature_27', 'feature_26', 'feature_12', 'feature_13', 'feature_0']"
20112,0,0,0,1,0.48223620058813393,"['feature_46', 'feature_47', 'feature_13', 'feature_12', 'feature_48']"
35307,0,0,1,0,0.6675793926116683,"['feature_48', 'feature_49', 'feature_47', 'feature_46', 'feature_41']"
82436,1,0,0,0,0.6385591539390788,"['feature_48', 'feature_49', 'feature_13', 'feature_12', 'feature_4']"
78574,0,0,0,1,0.41503599317556217,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_27']"
24034,0,0,0,1,0.3062075652899107,"['feature_46', 'feature_47', 'feature_37', 'feature_36', 'feature_13']"
37337,0,1,0,0,0.11192637415245921,"['feature_41', 'feature_40', 'feature_7', 'feature_6', 'feature_12']"
97599,1,0,0,0,0.92777352345947,"['feature_40', 'feature_41', 'feature_5', 'feature_4', 'feature_46']"
61763,1,0,0,0,0.5837869036251689,"['feature_13', 'feature_12', 'feature_5', 'feature_4', 'feature_41']"
75709,0,1,0,0,0.2526577235577643,"['feature_0', 'feature_1', 'feature_12', 'feature_13', 'feature_36']"
60052,1,0,0,0,0.669063588017846,"['feature_48', 'feature_49', 'feature_47', 'feature_46', 'feature_5']"
17847,0,0,0,1,0.047780004147504766,"['feature_46', 'feature_47', 'feature_49', 'feature_48', 'feature_12']"
14912,0,0,0,1,0.13717171455720611,"['feature_46', 'feature_47', 'feature_41', 'feature_40', 'feature_26']"
1137,0,0,1,0,0.8367247358450733,"['feature_40', 'feature_41', 'feature_48', 'feature_49', 'feature_7']"
75472,0,0,0,1,0.21692375328123423,"['feature_46', 'feature_47', 'feature_40', 'feature_41', 'feature_48']"
42948,1,0,0,0,0.8322194039190897,"['feature_26', 'feature_27', 'feature_47', 'feature_46', 'feature_36']"
20314,0,0,0,1,0.13136199243159602,"['feature_13', 'feature_12', 'feature_40', 'feature_41', 'feature_37']"
4308,0,0,0,1,0.06011808774561351,"['feature_12', 'feature_13', 'feature_48', 'feature_49', 'feature_40']"
90320,0,0,0,1,0.07144968177595,"['feature_47', 'feature_46', 'feature_27', 'feature_26', 'feature_7']"
61327,0,0,0,1,0.2761326027715939,"['feature_48', 'feature_49', 'feature_26', 'feature_27', 'feature_46']"
96639,0,1,0,0,0.4801081032549722,"['feature_47', 'feature_46', 'feature_0', 'feature_1', 'feature_26']"
96417,1,0,0,0,0.786830984874697,"['feature_40', 'feature_41', 'feature_48', 'feature_49', 'feature_5']"
95107,1,0,0,0,0.8902890929350309,"['feature_49', 'feature_48', 'feature_41', 'feature_40', 'feature_1']"
6272,0,0,0,1,0.14849689699680746,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_13']"
18067,0,0,0,1,0.34319215117126234,"['feature_49', 'feature_48', 'feature_12', 'feature_13', 'feature_26']"
98489,1,0,0,0,0.9109780938854773,"['feature_26', 'feature_27', 'feature_40', 'feature_41', 'feature_7']"
40622,0,0,0,1,0.4940624468931884,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_0']"
41076,1,0,0,0,0.9236184436768202,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_36']"
61921,1,0,0,0,0.5462037644077375,"['feature_26', 'feature_27', 'feature_7', 'feature_6', 'feature_0']"
84701,0,0,0,1,0.12287871279396717,"['feature_12', 'feature_13', 'feature_37', 'feature_36', 'feature_4']"
60889,1,0,0,0,0.9094300037570864,"['feature_6', 'feature_7', 'feature_40', 'feature_41', 'feature_12']"
50407,1,0,0,0,0.856288846923578,"['feature_12', 'feature_13', 'feature_40', 'feature_41', 'feature_0']"
67208,0,1,0,0,0.36105846911475675,"['feature_6', 'feature_7', 'feature_46', 'feature_47', 'feature_26']"
56645,0,0,1,0,0.5535158511989383,"['feature_46', 'feature_47', 'feature_27', 'feature_26', 'feature_41']"
28456,1,0,0,0,0.7758091038099536,"['feature_12', 'feature_13', 'feature_27', 'feature_26', 'feature_1']"
54902,0,0,1,0,0.5945461888243826,"['feature_41', 'feature_40', 'feature_46', 'feature_47', 'feature_1']"
92549,1,0,0,0,0.8705908584260689,"['feature_22', 'feature_23', 'feature_37', 'feature_36', 'feature_47']"
35134,0,0,1,0,0.8607450613938604,"['feature_40', 'feature_41', 'feature_0', 'feature_1', 'feature_49']"
72100,1,0,0,0,0.8697087772811298,"['feature_49', 'feature_48', 'feature_46', 'feature_47', 'feature_1']"
10643,1,0,0,0,0.5236361258618986,"['feature_36', 'feature_37', 'feature_12', 'feature_13', 'feature_40']"
8658,0,0,0,1,0.10482307627895596,"['feature_37', 'feature_36', 'feature_12', 'feature_13', 'feature_41']"
60929,0,0,0,1,0.42436568490381227,"['feature_46', 'feature_47', 'feature_41', 'feature_40', 'feature_13']"
90278,1,0,0,0,0.9488105258146197,"['feature_48', 'feature_49', 'feature_13', 'feature_12', 'feature_27']"
13085,0,0,0,1,0.06921931476730973,"['feature_0', 'feature_1', 'feature_41', 'feature_40', 'feature_6']"
1744,0,0,0,1,0.37706987783818685,"['feature_48', 'feature_49', 'feature_13', 'feature_12', 'feature_46']"
89715,1,0,0,0,0.8933058784825244,"['feature_49', 'feature_48', 'feature_40', 'feature_41', 'feature_1']"
30137,1,0,0,0,0.8143134555532304,"['feature_49', 'feature_48', 'feature_12', 'feature_13', 'feature_41']"
46759,0,0,0,1,0.45305755248619173,"['feature_13', 'feature_12', 'feature_41', 'feature_40', 'feature_36']"
45825,0,0,1,0,0.6527627546732278,"['feature_41', 'feature_40', 'feature_46', 'feature_47', 'feature_7']"
73791,1,0,0,0,0.6087311764768201,"['feature_49', 'feature_48', 'feature_40', 'feature_41', 'feature_13']"
16606,1,0,0,0,0.7719173123703188,"['feature_47', 'feature_46', 'feature_26', 'feature_27', 'feature_5']"
74924,1,0,0,0,0.6366849826906408,"['feature_41', 'feature_40', 'feature_37', 'feature_36', 'feature_13']"
18400,0,0,0,1,0.1529264672424202,"['feature_49', 'feature_48', 'feature_12', 'feature_13', 'feature_26']"
72325,0,0,0,1,0.05818321245139404,"['feature_26', 'feature_27', 'feature_12', 'feature_13', 'feature_40']"
64650,0,0,0,1,0.06390159111140267,"['feature_48', 'feature_49', 'feature_46', 'feature_47', 'feature_7']"
59294,1,0,0,0,0.9830636905821485,"['feature_46', 'feature_47', 'feature_26', 'feature_27', 'feature_0']"
73814,1,0,0,0,0.8574822532748105,"['feature_47', 'feature_46', 'feature_40', 'feature_41', 'feature_26']"
51082,1,0,0,0,0.8896625474844163,"['feature_49', 'feature_48', 'feature_1', 'feature_0', 'feature_36']"
25846,1,0,0,0,0.5955811756419745,"['feature_48', 'feature_49', 'feature_0', 'feature_1', 'feature_7']"
46141,0,1,0,0,0.21316775481218542,"['feature_48', 'feature_49', 'feature_12', 'feature_13', 'feature_41']"
39686,1,0,0,0,0.8596483186989065,"['feature_27', 'feature_26', 'feature_46', 'feature_47', 'feature_5']"
31487,0,0,0,1,0.01591459277182155,"['feature_26', 'feature_27', 'feature_13', 'feature_12', 'feature_36']"
32874,0,0,0,1,0.17951252546203803,"['feature_5', 'feature_4', 'feature_0', 'feature_1', 'feature_13']"
35555,1,0,0,0,0.9491095205905856,"['feature_6', 'feature_7', 'feature_49', 'feature_48', 'feature_46']"
92585,1,0,0,0,0.9409930489760688,"['feature_48', 'feature_49', 'feature_5', 'feature_4', 'feature_40']"
26743,1,0,0,0,0.9120637790412488,"['feature_46', 'feature_47', 'feature_4', 'feature_5', 'feature_6']"
41117,0,0,1,0,0.9326334386148968,"['feature_49', 'feature_48', 'feature_4', 'feature_5', 'feature_47']"
95943,0,1,0,0,0.4884394449637538,"['feature_40', 'feature_41', 'feature_26', 'feature_27', 'feature_46']"
15606,0,0,1,0,0.6677427479402451,"['feature_41', 'feature_40', 'feature_1', 'feature_0', 'feature_6']"
81593,1,0,0,0,0.5525531011420453,"['feature_0', 'feature_1', 'feature_12', 'feature_13', 'feature_4']"
34860,0,0,1,0,0.6551239653132861,"['feature_13', 'feature_12', 'feature_46', 'feature_47', 'feature_26']"
73558,1,0,0,0,0.7335645519482414,"['feature_12', 'feature_13', 'feature_6', 'feature_7', 'feature_27']"
50458,0,1,0,0,0.4435856232533298,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_0']"
9700,1,0,0,0,0.9106873199994747,"['feature_27', 'feature_26', 'feature_12', 'feature_13', 'feature_6']"
75230,0,1,0,0,0.3921597736146136,"['feature_41', 'feature_40', 'feature_12', 'feature_13', 'feature_46']"
6310,1,0,0,0,0.9830787941651397,"['feature_40', 'feature_41', 'feature_5', 'feature_4', 'feature_27']"
26554,1,0,0,0,0.702122868582225,"['feature_5', 'feature_4', 'feature_13', 'feature_12', 'feature_46']"
78764,0,0,0,1,0.33931113112610134,"['feature_27', 'feature_26', 'feature_41', 'feature_40', 'feature_12']"
86977,0,0,0,1,0.2537211652173073,"['feature_49', 'feature_48', 'feature_12', 'feature_13', 'feature_41']"
33711,0,0,0,1,0.37413376058664766,"['feature_46', 'feature_47', 'feature_12', 'feature_13', 'feature_36']"
71592,0,1,0,0,0.22490051286687945,"['feature_48', 'feature_49', 'feature_46', 'feature_47', 'feature_41']"
24565,0,0,0,1,0.22431392245568854,"['feature_46', 'feature_47', 'feature_12', 'feature_13', 'feature_26']"
88751,0,0,1,0,0.7080220048477674,"['feature_48', 'feature_49', 'feature_40', 'feature_41', 'feature_26']"
32724,0,0,0,1,0.4490785934353765,"['feature_49', 'feature_48', 'feature_36', 'feature_37', 'feature_23']"
79081,1,0,0,0,0.7753930053857663,"['feature_46', 'feature_47', 'feature_41', 'feature_40', 'feature_48']"
779,0,0,1,0,0.6319907441299027,"['feature_49', 'feature_48', 'feature_41', 'feature_40', 'feature_1']"
62305,1,0,0,0,0.7542841453984697,"['feature_40', 'feature_41', 'feature_49', 'feature_48', 'feature_26']"
65216,0,0,0,1,0.1405590014330073,"['feature_40', 'feature_41', 'feature_36', 'feature_37', 'feature_26']"
